category,datetime,headline,id,image,related,source,summary,url
company,1776962100,Essex Property to Report Q1 Earnings: Here's What to Expect,139866532,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ESS,Yahoo,"ESS reports Q1 2026 results on April 28, with revenues seen up 3.5% year over year, but core FFO per share may slip as West Coast demand steadies.",https://finnhub.io/api/news?id=c05c53fea9c71783d3bfd8feb092cb76bc0561f29a9416aeec827312ea8ee20c
company,1776940983,"Wells Fargo Maintains Equal-Weight on Essex Property Trust, Lowers Price Target to $262",139863571,,ESS,Benzinga,Wells Fargo  analyst James Feldman   maintains Essex Property Trust (NYSE:ESS) with a Equal-Weight and lowers the price target from $268 to $262.,https://finnhub.io/api/news?id=aff6ed0db4b29a7375c1cc54c34d30623b827101bcacc9faa16764288bd7e6d2
