category,datetime,headline,id,image,related,source,summary,url
company,1776972250,"We know parts of the market are hot, says Jim Cramer",139878618,https://image.cnbcfm.com/api/v1/image/108296592-5ED3-MM-A-BLOCK-042326.jpg?v=1776984173&w=1920&h=1080,CAH,CNBC,'Mad Money' host Jim Cramer looks at the day's market action.,https://finnhub.io/api/news?id=8e819e7f751abaa2bc519358b10fb5be0ac0aff06f568c4ea5142acd30852fa3
company,1776972209,Jim Cramer looks at four stocks to go with high-flying tech names,139878643,https://image.cnbcfm.com/api/v1/image/108296593-5ED3-MM-A-BLOCK-SHORT-042326.jpg?v=1776984189&w=1920&h=1080,CAH,CNBC,'Mad Money' host Jim Cramer looks at the day's market action.,https://finnhub.io/api/news?id=41270dfe5cfe73c066157f534389be98233b1dcd0d950c4b69f40e285ad3719d
company,1776964626,"If You Invested $100 In Cardinal Health Stock 5 Years Ago, You Would Have This Much Today",139879231,,CAH,Benzinga, ,https://finnhub.io/api/news?id=19193d14499d94be20692d97176a39128d396a245eef65ca69594c7210cef055
company,1776962100,"WST Stock Jumps on Q1 Earnings & Sales Beat, EPS View Up on HVP Growth",139866513,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,"West Pharmaceutical posts 46.9% EPS growth and beats estimates as strong segment demand lifts revenues, prompting a higher 2026 outlook and margin expansion.",https://finnhub.io/api/news?id=7e971e60e709682b5acc6f1f03fe278d7837f485d051882e406ad76171e97fb0
company,1776960900,Ecolab Debuts AI Platform to Optimize Water Intelligence & Performance,139866461,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,"ECL unveils AI-powered Water Navigator IQ to help businesses track water use, manage risk and turn insights into growth as global scarcity intensifies.",https://finnhub.io/api/news?id=52a7f30592272d3da48cd7e25d9d065f32dc0a95bebeabd2e8ac4aed158458e0
company,1776960420,Here's Why You Should Hold OPK Stock in Your Portfolio for Now,139866515,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,"OPKO Health rides on RAYALDEE strength, partnerships and restructuring gains, but reliance on a single drug keeps risk in focus for investors.",https://finnhub.io/api/news?id=db71659a9d147e710df6d0c6655239f15142651e72b8405f7924c08b14e23c3b
company,1776960240,Stereotaxis Stock Up on First U.S. MAGiC Procedures Post Approval,139866516,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,"STXS stock gains after first U.S. MAGiC procedures, marking a key milestone in robotic cardiac care and boosting its growth outlook.",https://finnhub.io/api/news?id=f362ac4542db30ac3fe1dafbec0969dfa9129dfe28bdf8b4a42ad4a5741338cb
company,1776952829,Cardinal Health (CAH) Reports Next Week: Wall Street Expects Earnings Growth,139864519,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,Cardinal (CAH) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://finnhub.io/api/news?id=3a90eee231bf620042c8e6979e344b6496c73777d9359fbc0b04603f50be283b
company,1776951603,Are Investors Undervaluing Cardinal Health (CAH) Right Now?,139864520,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CAH,Yahoo,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",https://finnhub.io/api/news?id=765e1d035b7af3de842036a140dc142ec10a9b91034a902782c3523f87dae4c8
