category,datetime,headline,id,image,related,source,summary,url
company,1776977240,Kimberly-Clark (KMB) Outlines Leadership Structure After Acquisition of Kenvue,139869619,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,KMB,Yahoo,"Kimberly-Clark Corporation (NASDAQ:KMB) is one of the 8 Best Counter Cyclical Stocks to Buy Right Now. On April 15, 2026, Kimberly-Clark Corporation (NASDAQ:KMB) outlined the organizational structure and leadership for the combined company following its pending acquisition of Kenvue (KVUE). After closing, the business will be organized into four segments: North America, generating approximately $18.0B […]",https://finnhub.io/api/news?id=c64ac355d9d00e00b0feefd88bc0a1163bd4cb035833c9fad0d43c0623c9fce1
company,1776976320,"Kenvue to Announce First Quarter 2026 Results on May 7, 2026",139869620,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,KMB,Yahoo,"SUMMIT, N.J., April 23, 2026--Kenvue Inc. (NYSE: KVUE) will announce its first quarter 2026 financial results before the market opens on May 7, 2026. Due to the pending transaction with Kimberly-Clark, Kenvue will not be hosting a quarterly conference call to review its financial results.",https://finnhub.io/api/news?id=56c37450197d7e52ef5c805c4999c53d6e9d39411aaec59ff17351cfda3a8ebe
