category,datetime,headline,id,image,related,source,summary,url
company,1776961080,Franklin Gears Up to Report Q2 Earnings: Here's What You Should Know,139866498,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,BEN,Yahoo,"BEN's Q2 results, scheduled for April 28, are likely to show higher earnings and revenues, though net outflows and weaker equity markets may weigh on earnings.",https://finnhub.io/api/news?id=c0fa8b0e5351ee1d1255f0305a5bb603d3c2c7d5219d399a0aca24e6023c32e2
company,1776952809,Blue Owl Capital Inc. (OWL) Reports Next Week: Wall Street Expects Earnings Growth,139864675,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,BEN,Yahoo,Blue Owl Capital (OWL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://finnhub.io/api/news?id=a74b9e5586cb0a22803fa2e35ea5423deb77c9a0915db3b7c47f7cfdb6a2cebd
