category,datetime,headline,id,image,related,source,summary,url
company,1776986723,2 Large-Cap Stocks with Solid Fundamentals and 1 We Turn Down,139870621,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CMG,Yahoo,"Large-cap stocks are known for their staying power and ability to weather market storms better than smaller competitors. However, their sheer size makes it more challenging to maintain high growth rates as they’ve already captured significant portions of their markets.",https://finnhub.io/api/news?id=2ecffe81f184c21b8be1beb3809662b3608876641f83832247397ed4bff6459e
company,1776981005,Here's Why Chipotle Mexican Grill (CMG) Fell More Than Broader Market,139870658,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CMG,Yahoo,"The latest trading day saw Chipotle Mexican Grill (CMG) settling at $33.9, representing a -3.45% change from its previous close.",https://finnhub.io/api/news?id=30ced87d35b9ebb94e013b40a612e7f6b916530bc87322b90400bd03fedc2773
company,1776953760,4 Restaurant Stocks Showing Strong Earnings Surprise Potential,139864522,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CMG,Yahoo,"CAKE, CMG, CAVA and SHAK show strong earnings surprise potential as demand, digital growth and menu innovation shape Q1 FY26 results.",https://finnhub.io/api/news?id=8f70fadb27b604ae176f0cf0b84864feafe131f10d27ace6b9af4999db2857c9
