category,datetime,headline,id,image,related,source,summary,url
company,1776938760,Strength Seen in Innovative Industrial Properties (IIPR): Can Its 5.7% Jump Turn into More Strength?,139863091,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ARE,Yahoo,Innovative Industrial Properties (IIPR) saw its shares surge in the last session with trading volume being higher than average. The latest trend in FFO estimate revisions may not translate into further price increase in the near term.,https://finnhub.io/api/news?id=4d63d6d553118242227fbe9586e8059d275d289571c7a57a2408d83817e317ef
company,1776936319,"Alexandria Q1 Preview: Expecting Positive Progress On Reset, 'Strong Buy' Long-Term",139862355,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2194223073/image_2194223073.jpg?io=getty-c-w1536,ARE,SeekingAlpha,Alexandria Real Estate remains a beaten-down REIT that is trading at a material discount to its long-term prospects. Learn why ARE stock is a strong buy.,https://finnhub.io/api/news?id=e38ccef4cb4138fe4da8dd0e0833bd2493113926dd5b3afd138365e01defa699
