category,datetime,headline,id,image,related,source,summary,url
company,1776978305,Top gainers and losers in the S&P500 index during Thursday's after-hours session.,139868966,https://www.chartmill.com/images/uploads/CM_Aftermarket_Movers_Small_free_e077945a19.webp,AKAM,ChartMill,"After the closing bell on Thursday, let's take a glimpse of the US markets and explore the top S&P500 gainers and losers in today's after-hours session.",https://finnhub.io/api/news?id=474f9719a63f2cf5e533e58b0e536b186c53c96194e1e0278b99430c7ca4aced
company,1776978000,Thursday's after hours session: top gainers and losers,139868946,https://www.chartmill.com/images/uploads/CM_Aftermarket_Movers_Small_free_e077945a19.webp,AKAM,ChartMill,"The regular session of the US market on Thursday is now over, but let's get a preview of the after-hours session and explore the top gainers and losers driving the post-market movements.",https://finnhub.io/api/news?id=ac8200ca9565dc8edc5f3851d63dc32c19364be73e789e62a1013b13ae86f795
company,1776962340,"Is Fastly Stock's 5.21X P/S Still Worth it? Buy, Sell or Hold?",139866202,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AKAM,Yahoo,"FSLY looks pricey after a 148% YTD surge as growth slows and capex rises, even as AI traffic and security offerings expand.",https://finnhub.io/api/news?id=0eefc7451edb9cc619f36dac35926adaf7614b1d6c238306f75726f4cb458147
company,1776956477,"Akamai Technologies Expected to Deliver Q1 Top-Line Beat, Oppenheimer Says",139864651,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AKAM,Yahoo,"Akamai Technologies (AKAM) is expected to deliver a Q1 top-line beat, with revenue at the high end o",https://finnhub.io/api/news?id=a9f591bc8beba12ac9da893fb906a7a51e560af5ac5b443806a9b789f8a6b4ae
company,1776949651,Akamai Adds MediaMelon To Cloud As Streaming Analytics And Valuation Draw Focus,139863072,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AKAM,Yahoo,"Akamai Technologies (NasdaqGS:AKAM) has expanded its Qualified Compute Partner Program to include MediaMelon. The move integrates MediaMelon's SmartSight streaming analytics platform directly on Akamai Cloud. The combined solution focuses on real time, AI driven analytics for global media operators across multiple regions. Akamai, long known for its content delivery and edge infrastructure, is pushing further into streaming intelligence as media companies look for deeper insight into viewer...",https://finnhub.io/api/news?id=5c6f070fb2d8ae75915995d9668f01c9528def12be304ae9c1dfa998c5b4a371
company,1776947342,Earnings Preview: What To Expect From Akamai Technologies' Report,139868045,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AKAM,Yahoo,"Akamai Technologies is expected to unveil its first-quarter results next month, and analysts are projecting a double-digit decline in profit.",https://finnhub.io/api/news?id=d6fae7514a949c49f2db1ada8afd469b62f2646a98d19d7c79b91dfe0684b521
