category,datetime,headline,id,image,related,source,summary,url
company,1777052825,FedEx Bets on Vietnam’s Trade Boom with Viettel Post Tie-Up,139880786,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,FDX,Yahoo,Viettel Post deputy general director Dinh Thanh Son said that the cooperation would help Vietnamese SMBs access global markets more effectively.,https://finnhub.io/api/news?id=5bb15890a36056bbc6a67930d8faaf68a37829ba3482b7b9a01ca4ebf258e11d
company,1777041660,"When Transport Stocks Rally, Recession Risks Fade: Technicals",139877724,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,FDX,Yahoo,"Strength from FedEx, J.B. Hunt, and CSX can be seen as a positive economic indicator. Their stock charts speak to further upside.",https://finnhub.io/api/news?id=bf0f26b864e248fa6fa91dbef3a857b6a15476e0068a1363e6271136c4215d3d
company,1777038300,"Engage for Good Announces 2026 Halo Award Winners, Honoring Corporate-Nonprofit Partnerships",139876483,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,FDX,Yahoo,"FedEx and Orbis International Named Best of the Best PALM SPRINGS, CA / ACCESS Newswire / April 24, 2026 / Last night, Engage for Good announced the winners of the 2026 Halo Awards, recognizing 28 gold and silver recipients across 14 categories for ...",https://finnhub.io/api/news?id=41f84d801e4133a0806ad1c62342eef8aac1bef5e9b73c2e52e3f20406063f70
company,1777036587,Trade Tracker: Kevin Simpson buys more Norfolk Southern and Fedex,139878982,https://image.cnbcfm.com/api/v1/image/108297029-17770503541777050352-45483495299-1080pnbcnews.jpg?v=1777050353&w=1920&h=1080,FDX,CNBC,"Kevin Simpson, Capital Wealth Planning founder and CIO, joins CNBC's ""Halftime Report"" to detail his latest portfolio moves. The Committee debate the trades.",https://finnhub.io/api/news?id=0fc7b2defce4f9bb644b833661f88b7317edd3422aebeabfaf349f2b25a8a66e
company,1777035932,FedEx (FDX) Valuation Check After Strong Multi Period Share Price Momentum,139876484,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,FDX,Yahoo,"FedEx stock snapshot and recent return profile FedEx (FDX) has drawn fresh attention after a strong run, with the share price last closing at $392.69. Investors are weighing this level against the company’s recent performance and broader return history. Over the past month, FedEx shares have returned 9.09%, while the past 3 months show a 29.09% return. The stock’s 1 year total return stands at 86.11%, with 3 year and 5 year total returns of 85.11% and 46.23% respectively. Year to date, FedEx...",https://finnhub.io/api/news?id=bc5ae254cfe0378308541f3b6d170b157fcf39558e212ff3c1d9baf291eaa014
company,1777033945,"Live On CNBC, Kevin Simpson Announces Bought More Norfolk Southern; Bought More FedEx",139890306,,FDX,Benzinga,,https://finnhub.io/api/news?id=f4a21e38b2a4b53f10fbe672deb6e4960b25286e90629d482fa73143dd59bf71
company,1777016984,"Congresswoman Discloses Hundreds Of Thousands In Stock Trades, Here's What She Bought",139876713,https://cdn.benzinga.com/files/images/story/2026/04/24/Congressional-Trades.jpeg?width=2048&height=1536,FDX,Benzinga,"A member of Congress recently bought hundreds of thousands of dollars in stocks, marking her first trades since 2024.",https://finnhub.io/api/news?id=f02272094e6d62a07f4e06f7b5b15200747778486a5f258194d2aa76b53d25c2
company,1777012458,FedEx : Partners with Viettel Post to Strengthen Delivery Network in Vietnam,139874604,,FDX,Finnhub,"Hanoi, April 22, 2026 - Federal Express Corporation , one of the world's largest express transportation companies, and Viettel Post Joint Stock Corporation , have officially announced a strategic...",https://finnhub.io/api/news?id=cadfbc076028f2c54a780224912365a3f34680d1217663819abf5f741202bc09
