category,datetime,headline,id,image,related,source,summary,url
company,1777043520,"Churchill Downs Racetrack, LG&E and KU Team Up Green Energy Partnership for 152nd Kentucky Derby",139877863,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,PPL,Yahoo,"For the fourth consecutive year, the finish line is green. Churchill Downs Racetrack (""Churchill Downs"") and longtime hometown partners Louisville Gas and Electric Company and Kentucky Utilities Company today announced the continuation of their Green Energy partnership for the 152nd Kentucky Derby® and the full slate of festivities leading up to Derby Day.",https://finnhub.io/api/news?id=3058a88dc268885af192e418932fbcbb8e244661f8e577cb1073cf1ef3153c89
company,1777025771,"PPL : Churchill Downs Racetrack, LG&E and KU team up on Green Energy partnership for 152nd Kentucky Derby",139876778,,PPL,Finnhub,"For the fourth consecutive year, the finish line is green. Churchill Downs Racetrack and longtime hometown partners Louisville Gas and Electric Company and Kentucky Utilities Company today announced...",https://finnhub.io/api/news?id=b7b3c810e83ac1b1d3d86275a208c25d1d7a431b2a8fef493e466e175e9f1e6f
