category,datetime,headline,id,image,related,source,summary,url
company,1777061022,Is It Too Late To Consider Old Dominion Freight Line (ODFL) After Its 41% Year Gain?,139881901,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ODFL,Yahoo,"Wondering whether Old Dominion Freight Line at around US$222.78 is giving you a fair deal for the risk you take? This article focuses squarely on what the current share price might imply about value. The stock has returned 4.3% over the last week, 20.4% over the last month, 39.9% year to date, and 41.2% over the past year, which naturally raises questions about how much potential is already reflected in the price. Recent attention on the freight and transportation sector, including ongoing...",https://finnhub.io/api/news?id=07608ec1778d5c99dcd6f18f2514f21808846a4a32ba5ccf81fa938492a01bac
company,1777047004,Will Old Dominion (ODFL) Beat Estimates Again in Its Next Earnings Report?,139880819,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ODFL,Yahoo,Old Dominion (ODFL) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,https://finnhub.io/api/news?id=85002156a91a78559a78ec47fcca5490832dbf10f40c69206d2c9fbea1ac2cda
company,1776989123,3 Unpopular Stocks We Find Risky,139871389,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ODFL,Yahoo,Wall Street’s bearish price targets for the stocks in this article signal serious concerns. Such forecasts are uncommon in an industry where maintaining cordial corporate relationships often trumps delivering the hard truth.,https://finnhub.io/api/news?id=87fc76f9ccb100e5cc617bd993ce57c27a4ab9bddd6b30e49f32502fd9bca075
