category,datetime,headline,id,image,related,source,summary,url
company,1777052709,Hartford Financial Services : First Quarter 2026 1Q26 Webcast Transcript,139881642,,HIG,Finnhub,"The Hartford Insurance Group, Inc. NYSE:HIG FQ1 2026 Earnings Call Transcripts Friday, April 24, 2026 1:00 PM GMT S&P Global Market Intelligence...",https://finnhub.io/api/news?id=fef3650552ac4462d782b3c2488e22833bd3e52c998fdabc74a8a99d93d6cd17
company,1777047660,HIG Q1 Earnings Miss on Higher Costs Despite Personal Insurance Gains,139880808,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,HIG,Yahoo,Hartford Insurance misses Q1 earnings estimates as higher costs and weaker reserve development offset a sharp Personal Insurance turnaround and rising investment income.,https://finnhub.io/api/news?id=343f11ab14ce7f5a8237dd42f9c167a68fd73346d5e3eefab0094a15440824aa
company,1777038785,"Barclays Maintains Overweight on The Hartford Insurance Gr, Lowers Price Target to $156",139880137,,HIG,Benzinga,Barclays  analyst Alex Scott   maintains The Hartford Insurance Gr (NYSE:HIG) with a Overweight and lowers the price target from $159 to $156.,https://finnhub.io/api/news?id=e7ce45959987b0b6b50700348c7995fb99974cc87fa46881abf96d3eb67fdceb
company,1777036082,"Exchange-Traded Funds Rise, Equity Futures Mixed Pre-Bell as Traders Assess Tech Earnings Amid Global Uncertainty",139876369,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,HIG,Yahoo,The broad market exchange-traded fund SPDR S&P 500 ETF Trust (SPY) was up 0.4% and the actively trad,https://finnhub.io/api/news?id=6cd02e8ee8bbac5f34c216752388a4c9141fda5d70eec1924e08b92e07409779
company,1777035696,"The Hartford Insurance Group, Inc. (HIG) Q1 2026 Earnings Call Transcript",139878462,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,HIG,SeekingAlpha,"The Hartford Insurance Group, Inc. (HIG) Q1 2026 Earnings Call April 24, 2026 9:00 AM EDTCompany ParticipantsKate Jorens - SVP, Treasurer & Head of...",https://finnhub.io/api/news?id=5d15d20efa5b503234ec0a5ad02aeb86604818fd365ce11424714cd3cf997cb6
company,1777034103,Top S&P500 movers in Friday's pre-market session,139875617,https://www.chartmill.com/images/uploads/CM_Premarket_Movers_Small_free_90289f6b81.webp,HIG,ChartMill,"As we await the opening of the US market on Friday, let's delve into the pre-market session and discover the S&P500 top gainers and losers shaping the early market sentiment.",https://finnhub.io/api/news?id=9fe8811e138d2964fed48e22574c9fc98d2857b10ce004c060fac7a3ad74a358
company,1777033800,"The Hartford Financial Services Group, Inc. Q1 2026 Earnings Call Summary",139879656,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,HIG,Yahoo,"Moby summary of The Hartford Financial Services Group, Inc.'s Q1 2026 earnings call",https://finnhub.io/api/news?id=6b493b4f396cf0320ebf2d75c142772d959f461257d99752a40a32ec24e2b9e2
company,1777031434,"Transcript : The Hartford Insurance Group, Inc., Q1 2026 Earnings Call, Apr 24, 2026",139877428,,HIG,Finnhub,"Presentation Operator MessageOperator Good morning, and welcome to The Hartford's First Quarter 2026 Earnings Call and Webcast. [Operator Instructions] As a reminder, this conference is being...",https://finnhub.io/api/news?id=8f9fcc789521cd9a4fc61121b5696a448c4546d893e93a5f4f3908230ea5744f
company,1777026009,Hartford Financial Services : First Quarter 2026 The Hartford Financial Results Webcast (Presentation),139876796,,HIG,Finnhub,The Hartford Dlversllled Insurer Wlth Core Underwrltln Strenphs And Marl‹et Leadershlp Marl‹et leader in desirable...,https://finnhub.io/api/news?id=e80b08d75a851dd19766ef3c96270c36fbec9ed945b7b4e6a049c94d499b7dc6
company,1777025434,The Hartford Insurance Gr Q1 2026 Earnings Call: Complete Transcript,139880138,https://cdn.benzinga.com/files/images/story/2025/11/06/movers_2.jpg?width=2048&height=1536,HIG,Benzinga, ,https://finnhub.io/api/news?id=e84369ff847c308802ee34f6fa194f77c11e5340d5243ea22e81684a11196f7e
company,1777015377,"Stocks making the biggest moves premarket: Intel, Advanced Micro Devices, Procter & Gamble & more",139878634,https://image.cnbcfm.com/api/v1/image/108214640-1761048654627-gettyimages-2236851828-cfoto-intelsee250924_npBdv.jpeg?v=1769090402&w=1920&h=1080,HIG,CNBC,These are the stocks posting the largest moves premarket.,https://finnhub.io/api/news?id=9b5d4eb354d5dee2df0b48529805077261b2173a76764d7d29ed89c33e2ac43c
company,1776988801,The Hartford Insurance Group (HIG) Q1 Earnings: Taking a Look at Key Metrics Versus Estimates,139871391,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,HIG,Yahoo,"Although the revenue and EPS for The Hartford Insurance Group (HIG) give a sense of how its business performed in the quarter ended March 2026, it might be worth considering how some key metrics compare with Wall Street estimates and the year-ago numbers.",https://finnhub.io/api/news?id=e779b4348b70812d56ad7a1c827be5760ddde61317efae88e9dfc486b2958830
